Fid,gender,age,location_type,preferred_time,preferred_language_for_learning,prefered_location ,learning_group,average_time_ spent,elearning_style,Label
10.42.0.211-10.42.0.1-11920-53-17,Male,40,Rural,Morning,English,Class Room,Science,Less than an hour,NON VERBAL,0
222.73.28.96-10.42.0.151-80-55805-6,Female,60,Rural,Morning,English,Home,Commerce, 2-4 hours,VERBAL,1
182.22.25.252-10.42.0.211-443-38737-6,Male,40,Rural,Morning,English,Central Library,Commerce, 2-4 hours,VERBAL,1
203.205.191.25-10.42.0.151-80-54167-6,Male,35,Rural,Morning,English,Class Room,Arts,Less than an hour,NON VERBAL,0
182.254.5.234-10.42.0.211-80-44879-6,Female,40,Rural,Morning,English,College Lab,Commerce, 2-4 hours,VERBAL,1
10.42.0.211-104.79.152.104-44335-443-6,Male,50,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.42-66.231.239.96-34357-443-6,Male,45,Rural,Late Night,English,w Home,Commerce,To borrow library materials,NON VERBAL,0
203.205.158.60-10.42.0.42-80-58920-6,Male,25,Rural,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-55696-53-17,Male,35,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-22043-53-17,Male,65,Rural,Morning,English,Park or Garden,Commerce,Less than an hour,NON VERBAL,0
10.42.0.42-108.174.11.1-52108-80-6,Male,40,Rural,Morning,English,w College Lab,Arts,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-4023-53-17,Female,30,Rural,Morning,English,w College Lab,Science,Less than an hour,NON VERBAL,0
10.42.0.211-123.125.29.220-56056-80-6,Male,40,Rural,Morning,English,Central Library,other,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-54296-53-17,Male,40,Rural,Morning,English,w College Lab,Science,Less than an hour,VERBAL,1
8.0.6.4-8.6.0.1-0-0-0,Male,40,Rural,Late Night,English,Other Places,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-61659-53-17,Male,30,Rural,Morning,English,w Park or Garden,Science,Less than an hour,NON VERBAL,0
10.42.0.42-31.13.71.37-33718-443-6,Male,25,Rural,Evening,English,w Park or Garden,Arts,s 6 and Above,NON VERBAL,0
172.217.6.226-10.42.0.151-443-44325-6,Female,75,Rural,Morning,English,Class Room,Science,Less than an hour,NON VERBAL,0
10.42.0.42-23.199.25.36-50542-80-6,Female,65,Rural,Morning,English,w Class Room,Science,2-4 hours,VERBAL,1
10.42.0.211-123.125.29.220-60523-80-6,Male,45,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-69.147.82.61-34477-443-6,Female,50,Rural,Morning,English,Central Library,Science, 5-6 hours,NON VERBAL,0
192.229.173.173-10.42.0.151-443-35041-6,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.1-10.42.0.42-53-48093-17,Male,45,Rural,Morning,English,w Park or Garden,Science,Less than an hour,NON VERBAL,0
172.217.10.238-10.42.0.151-443-55667-6,Male,35,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-123.125.29.220-57796-80-6,Male,60,Rural,Afternoon,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.42-119.146.74.49-60415-443-6,Male,45,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-23.208.168.108-40203-443-6,Male,30,Rural,Afternoon,English,Class Room,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-10094-53-17,Male,40,Urban,Late Night,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-64343-53-17,Female,45,Rural,Late Night,English,w Home,other,Less than an hour,NON VERBAL,0
10.42.0.42-119.146.74.34-51153-80-6,Female,50,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.11.35-10.42.0.211-443-33112-6,Male,55,Rural,Late Night,English,Campus Ground,Science,Less than an hour,NON VERBAL,0
10.42.0.42-115.239.210.141-52031-80-6,Male,45,Rural,Morning,English,w Campus Ground,other,2-4 hours,NON VERBAL,0
239.255.255.250-10.42.0.151-1900-60044-17,Male,40,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
152.163.56.2-10.42.0.211-443-48352-6,Female,55,Urban,Afternoon,English,Home,Science,Less than an hour,NON VERBAL,0
182.22.67.70-10.42.0.211-443-44720-6,Female,20,Urban,Morning,English,Central Library,Science,e 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-46429-53-17,Female,50,Urban,Morning,English,Home,Science,5-6 hours,VERBAL,1
203.205.158.34-10.42.0.211-80-42988-6,Male,40,Rural,Evening,English,College lab,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-37408-53-17,Male,40,Urban,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-87.240.165.80-48501-80-6,Male,25,Rural,Afternoon,English,Home,Science,2-4 hours,VERBAL,1
172.217.10.131-10.42.0.151-443-46990-17,Female,50,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-64.71.142.110-57908-443-6,Female,45,Rural,Evening,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-47.89.67.240-49207-443-6,Male,40,Rural,Morning,English,w Other places,Science,Less than an hour,NON VERBAL,0
10.42.0.42-103.235.46.212-52714-443-6,Female,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.109-10.42.0.42-443-53363-17,Male,30,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.11.46-10.42.0.151-443-39820-6,Female,45,Rural,Morning,English,Central Library,Science,2-4 hours,VERBAL,1
172.217.12.142-10.42.0.42-443-33868-6,Female,55,Rural,Morning,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
172.217.12.206-10.42.0.211-443-52499-6,Female,55,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-16817-53-17,Male,40,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
172.217.12.174-10.42.0.42-443-56202-6,Male,80,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
180.149.136.194-10.42.0.42-443-51506-6,Male,55,Rural,Morning,English,College lab,Science, 2-4 hours,NON VERBAL,0
10.42.0.42-52.84.143.34-50235-80-6,Male,45,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.10.78-10.42.0.151-443-52740-6,Female,50,Rural,Late Night,English,College lab,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-37285-53-17,Female,35,Rural,Late Night,English,College lab,Science,Less than an hour,NON VERBAL,0
10.42.0.211-106.39.169.66-52036-80-6,Female,40,Rural,Morning,English,w Home,Science,2-4 hours,VERBAL,1
10.42.0.211-66.231.239.120-48296-443-6,Male,50,Rural,Evening,English,College lab,Science,2-4 hours,NON VERBAL,0
192.229.173.173-10.42.0.42-80-51412-6,Male,45,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-104.193.88.109-53754-80-6,Male,60,Rural,Morning,English,Class Room,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-40300-53-17,Male,60,Rural,Evening,English,w College lab,Science,Less than an hour,NON VERBAL,0
10.42.0.1-10.42.0.42-53-24557-17,Male,45,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-54404-53-17,Male,45,Rural,Late Night,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-38327-53-17,Male,60,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
202.77.129.185-10.42.0.211-80-42624-6,Female,40,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-23.208.26.242-50710-443-6,Male,55,Rural,Afternoon,English,Home,Science,2-4 hours,VERBAL,1
203.205.158.62-10.42.0.211-80-60548-6,Male,40,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-77.234.41.79-33319-443-6,Female,45,Rural,Morning,English,Class Room,Science,s 6 and Above,VERBAL,1
172.217.12.161-10.42.0.151-443-54018-6,Male,45,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.10.99-10.42.0.42-443-50426-17,Male,45,Rural,Morning,English,Central Library,Science, 6 and Above,NON VERBAL,0
172.217.10.8-10.42.0.151-443-46677-6,Male,40,Rural,Late Night,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-6243-53-17,Female,40,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
140.205.230.8-10.42.0.211-80-57763-6,Male,55,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
172.217.12.202-10.42.0.211-443-33167-6,Male,45,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
192.229.173.173-10.42.0.42-80-55478-6,Female,50,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
162.208.22.39-10.42.0.211-443-58908-6,Male,50,Rural,Morning,English,Central Library,Science, Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-60173-53-17,Male,45,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-41930-53-17,Female,60,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.42-87.240.165.80-41928-80-6,Female,35,Rural,Morning,English,Central Library,Science, Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-8905-53-17,Female,55,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
10.42.0.211-64.71.142.120-41721-443-6,Female,40,Rural,Morning,English,w Other places,Science,Less than an hour,NON VERBAL,0
174.35.73.110-10.42.0.211-80-47715-6,Male,40,Rural,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-44249-53-17,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.1-10.42.0.42-53-53887-17,Female,50,Rural,Morning,English,Class Room,Science, 2-4 hours,VERBAL,1
172.217.9.238-10.42.0.151-443-49502-6,Male,55,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-22786-53-17,Male,40,Rural,Late Night,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-104.192.110.245-53511-443-6,Male,30,Rural,Late Night,English,w Class Room,Science,2-4 hours,VERBAL,1
172.217.12.131-10.42.0.151-443-52803-6,Male,55,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-10641-53-17,Male,55,Rural,Morning,English,College lab,Science,Less than an hour,VERBAL,1
163.177.93.222-10.42.0.151-80-59939-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.3.110-10.42.0.211-443-59382-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.110-10.42.0.151-443-55275-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
182.22.67.91-10.42.0.151-443-49755-6,Male,55,Rural,Evening,English,Other places,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-41689-53-17,Female,25,Rural,Morning,English,Home,Science, 6 and Above,VERBAL,1
8.41.222.241-10.42.0.211-443-42065-6,Female,60,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
192.229.173.173-10.42.0.151-80-44704-6,Male,60,Rural,Evening,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-34014-53-17,Female,60,Rural,Late Night,English,Other places,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-59327-53-17,Female,40,Rural,Late Night,English,College lab,Science,Less than an hour,NON VERBAL,0
172.217.6.227-10.42.0.211-443-55393-6,Male,25,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-43691-53-17,Male,25,Rural,Late Night,English,College lab,Science,Less than an hour,NON VERBAL,0
10.42.0.211-23.21.51.186-50298-443-6,Male,40,Rural,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
172.217.10.234-10.42.0.42-443-58499-6,Male,50,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
174.35.73.165-10.42.0.42-80-52265-6,Male,35,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-46534-53-17,Female,65,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.9.227-10.42.0.211-443-50059-6,Female,40,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.151-106.39.162.36-53608-80-6,Female,55,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
203.205.158.66-10.42.0.151-80-55438-6,Female,40,Rural,Evening,English,Home,Science,2-4 hours,VERBAL,1
172.217.9.227-10.42.0.42-80-60060-6,Female,50,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-4871-53-17,Male,55,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-69.147.64.34-33128-443-6,Male,60,Rural,Afternoon,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-23.21.72.212-46930-443-6,Male,30,Rural,Evening,English,w Central Library,Science,2-4 hours,NON VERBAL,0
173.241.242.143-10.42.0.211-443-50911-6,Male,35,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-16353-53-17,Male,35,Rural,Morning,English,Class Room,Science,Less than an hour,NON VERBAL,0
10.42.0.211-74.217.63.52-53398-443-6,Female,65,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
211.144.37.229-10.42.0.211-80-59949-6,Male,65,Rural,Late Night,English,College lab,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-121.12.98.64-58425-80-6,Female,30,Rural,Late Night,English,College lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-77.234.42.92-57781-443-6,Male,55,Rural,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-58459-53-17,Male,40,Rural,Evening,English,Other places,Science,Less than an hour,VERBAL,1
172.217.11.14-10.42.0.151-443-37232-6,Female,25,Rural,Late Night,English,w Park or Garden,Science,Less than an hour,VERBAL,1
172.217.10.10-10.42.0.211-443-55641-6,Male,30,Urban,Morning,English,Central Library,Science, 2-4 hours,NON VERBAL,0
10.42.0.42-103.235.46.211-39424-443-6,Male,45,Rural,Evening,English,w Home,Science, 2-4 hours,NON VERBAL,0
8.0.6.4-8.6.0.1-0-0-0,Male,40,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.138-10.42.0.151-443-33568-6,Male,45,Rural,Late Night,English,w Home,Science, 2-4 hours,VERBAL,1
151.101.1.134-10.42.0.151-443-35329-6,Male,55,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
172.217.8.3-10.42.0.42-443-46316-6,Male,55,Rural,Evening,English,College Lab,Science,2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-23164-17,Female,75,Urban,Afternoon,English,Central Library,Science, 2-4 hours,NON VERBAL,0
172.217.11.14-10.42.0.211-443-37667-6,Female,55,Urban,Late Night,English,Class Room,Science, 2-4 hours,NON VERBAL,0
172.217.10.1-10.42.0.211-443-34132-6,Male,45,Urban,Morning,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.151-31.13.71.37-40974-443-6,Female,50,Rural,Late Night,English,College Lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-38492-53-17,Male,75,Urban,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-11104-53-17,Male,35,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
173.194.66.188-10.42.0.42-5228-38135-6,Female,30,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-104.193.88.109-54723-80-6,Female,35,Urban,Late Night,English,w Home,Science, 2-4 hours,VERBAL,1
209.10.120.26-10.42.0.211-80-44657-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
180.149.153.234-10.42.0.211-80-39998-6,Male,60,Rural,Morning,English,w Home,Science,2-4 hours,NON VERBAL,0
180.149.136.194-10.42.0.211-443-40291-6,Male,70,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-76.13.28.196-39700-443-6,Male,30,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-52.84.142.16-47986-443-6,Male,40,Urban,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-66.198.24.225-58096-443-6,Female,50,Urban,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
180.163.255.159-10.42.0.211-80-52116-6,Female,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.6.238-10.42.0.42-443-35433-6,Male,20,Rural,Evening,English,Park or Garden,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-123.125.29.220-55281-80-6,Male,45,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-103.235.46.39-51713-80-6,Male,40,Rural,Late Night,English,w Home,Science,2-4 hours,NON VERBAL,0
10.42.0.42-23.206.125.17-39542-80-6,Male,50,Rural,Late Night,English,College Lab,Science, 5-6 hours,NON VERBAL,0
10.42.0.151-52.84.64.213-49594-443-6,Male,75,Rural,Morning,English,Park or Garden,Science, 6 and Above,NON VERBAL,0
10.42.0.151-31.13.80.5-48569-443-6,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
216.58.217.100-10.42.0.151-443-59609-6,Female,40,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-11637-53-17,Female,25,Rural,Late Night,English,w Central Library,Science,Less than an hour,VERBAL,1
172.217.11.10-10.42.0.151-443-34857-6,Male,70,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
208.80.154.224-10.42.0.211-80-50785-6,Male,70,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
151.101.45.140-10.42.0.211-443-34476-6,Female,30,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
172.217.9.238-10.42.0.151-443-41409-6,Male,45,Rural,Morning,English,Central Library,Science, 2-4 hours,NON VERBAL,0
216.58.219.202-10.42.0.211-443-40904-6,Female,55,Rural,Afternoon,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-17438-53-17,Male,25,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-103.235.46.211-37397-80-6,Male,40,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
175.100.207.233-10.42.0.211-443-37804-6,Male,60,Rural,Evening,English,Class Room,Science,g 5-6 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-18761-53-17,Female,35,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-98.139.183.24-55771-80-6,Male,25,Rural,Late Night,English,Park or Garden,Science, 2-4 hours,NON VERBAL,0
174.129.32.118-10.42.0.211-443-36751-6,Female,40,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
183.79.249.252-10.42.0.42-443-39810-6,Male,40,Rural,Morning,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.42-104.254.66.16-38129-80-6,Male,60,Rural,Morning,English,Central Library,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-66.198.24.250-49701-80-6,Male,30,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.1-10.42.0.42-53-19286-17,Female,60,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
172.217.10.42-10.42.0.211-443-48125-6,Male,40,Rural,Evening,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-42.56.79.30-49954-80-6,Female,35,Rural,Evening,English,College Lab,Science, 2-4 hours,NON VERBAL,0
172.217.10.234-10.42.0.151-443-58873-6,Female,35,Rural,Evening,English,College Lab,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-69.147.82.61-46971-443-6,Female,40,Rural,Morning,English,w Central Library,Science,2-4 hours,VERBAL,1
172.217.10.46-10.42.0.151-443-41156-6,Male,60,Rural,Morning,English,Class Room,other,Less than an hour,VERBAL,1
202.77.129.150-10.42.0.211-443-35599-6,Male,40,Rural,Afternoon,English,Park or Garden,Arts, 2-4 hours,NON VERBAL,0
10.42.0.211-123.125.29.138-41978-80-6,Female,50,Rural,Evening,English,Central Library,Science, 2-4 hours,VERBAL,1
172.217.10.129-10.42.0.211-443-39645-6,Male,20,Rural,Late Night,English,Campus Ground,Science,Less than an hour,NON VERBAL,0
172.217.9.238-10.42.0.211-443-49125-6,Male,40,Rural,Evening,English,Class Room,Arts,2-4 hours,NON VERBAL,0
172.217.10.142-10.42.0.151-443-57576-6,Male,60,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.211-52.84.139.108-46611-80-6,Male,45,Rural,Late Night,English,To prepare class Assignments,Commerce, 2-4 hours,VERBAL,1
198.11.189.16-10.42.0.211-443-42583-6,Male,20,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-5173-53-17,Female,35,Rural,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
172.217.10.3-10.42.0.151-443-55011-6,Male,45,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-36.110.210.167-48473-80-6,Female,35,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-12123-53-17,Male,50,Rural,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-64.71.142.124-41056-80-6,Male,40,Rural,Evening,English,w Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-3243-53-17,Female,45,Rural,Morning,English,Central Library,Science, 5-6 hours,NON VERBAL,0
172.217.10.106-10.42.0.211-443-53471-6,Male,40,Rural,Late Night,English,Home,Science, 6 and Above,VERBAL,1
10.42.0.211-10.42.0.1-29628-53-17,Male,60,Rural,Evening,English,w Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-104.192.110.245-53749-443-6,Male,40,Rural,Afternoon,English,Home,Science, 2-4 hours,VERBAL,1
140.205.164.47-10.42.0.42-443-43123-6,Male,65,Rural,Afternoon,English,Other Places,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-65199-53-17,Male,45,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.77-10.42.0.151-443-47158-6,Female,55,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
174.35.73.174-10.42.0.211-80-35250-6,Female,25,Rural,Late Night,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
10.42.0.151-31.13.71.37-40262-443-6,Male,55,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
172.217.10.74-10.42.0.151-443-56050-6,Male,20,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
182.22.24.124-10.42.0.211-443-33030-6,Female,40,Rural,Evening,English,w Home,Science, 2-4 hours,NON VERBAL,0
203.205.191.22-10.42.0.151-80-41134-6,Male,55,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
174.129.32.118-10.42.0.211-443-58108-6,Female,40,Rural,Morning,English,Home,Science,g 5-6 hours,VERBAL,1
172.217.10.74-10.42.0.151-443-35416-6,Male,60,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.1-10.42.0.42-53-20567-17,Male,45,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-108.168.180.104-36381-5222-6,Male,30,Rural,Afternoon,English,Other Places,Science,Less than an hour,VERBAL,1
192.229.173.173-10.42.0.42-80-51965-6,Male,40,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
172.217.10.74-10.42.0.151-443-57211-6,Male,50,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-59274-53-17,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-31.13.69.203-33969-443-6,Male,40,Rural,Evening,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.6.234-10.42.0.151-443-55980-6,Male,50,Rural,Afternoon,English,College Lab,Science,5-6 hours,NON VERBAL,0
172.217.10.8-10.42.0.151-443-58329-6,Female,40,Rural,Morning,English,Park or Garden,Science,s 6 and Above,NON VERBAL,0
219.142.78.162-10.42.0.211-80-54686-6,Male,40,Rural,Afternoon,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-23.23.199.129-33664-443-6,Male,40,Rural,Afternoon,English,Park or Garden,Science,2-4 hours,VERBAL,1
10.42.0.42-66.198.24.224-51856-443-6,Male,20,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.42-91.190.216.53-54674-12350-6,Male,50,Rural,Evening,English,Central Library,Commerce,2-4 hours,NON VERBAL,0
10.42.0.151-121.12.98.64-59109-80-6,Female,25,Rural,Late Night,English,College Lab,Commerce,Less than an hour,NON VERBAL,0
157.240.18.19-10.42.0.42-443-43261-6,Male,30,Rural,Evening,English,Central Library,Arts,Less than an hour,VERBAL,1
157.240.2.20-10.42.0.151-443-39010-6,Male,50,Rural,Evening,English,Home,Commerce,Less than an hour,VERBAL,1
172.217.6.195-10.42.0.151-443-35178-6,Female,40,Rural,Morning,English,Home,Science,6 and Above,NON VERBAL,0
10.42.0.151-121.12.98.64-33802-80-6,Female,30,Rural,Late Night,English,Home,Commerce,e 2-4 hours,VERBAL,1
183.79.250.123-10.42.0.211-443-60634-6,Male,40,Rural,Late Night,English,College Lab,Science,e 2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-13482-53-17,Male,40,Rural,Evening,English,Home,Science,2-4 hours,NON VERBAL,0
174.35.73.71-10.42.0.42-80-39413-6,Male,35,Rural,Morning,English,Class Room,Commerce,Less than an hour,NON VERBAL,0
182.22.24.124-10.42.0.211-443-45685-6,Female,30,Rural,Late Night,English,Central Library,Arts,2-4 hours,NON VERBAL,0
10.42.0.211-115.239.210.141-56029-443-6,Male,40,Rural,Afternoon,English,Central Library,Science,e 2-4 hours,VERBAL,1
208.80.154.224-10.42.0.151-443-56520-6,Male,40,Rural,Morning,English,w Park or Garden,other,Less than an hour,NON VERBAL,0
172.217.6.238-10.42.0.151-443-37351-6,Male,60,Rural,Evening,English,Class Room,Science, 2-4 hours,NON VERBAL,0
172.217.6.193-10.42.0.151-443-37587-6,Male,60,Rural,Afternoon,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.211-106.39.162.36-47022-80-6,Female,60,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-48987-53-17,Female,30,Rural,Morning,English,Home,Arts, 2-4 hours,VERBAL,1
203.205.179.170-10.42.0.211-80-56280-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-104.97.95.172-45768-80-6,Male,40,Rural,Late Night,English,Class Room,Science,To borrow library materials,NON VERBAL,0
220.243.205.152-10.42.0.42-80-57633-6,Female,45,Rural,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
216.58.219.227-10.42.0.42-443-59572-6,Female,55,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-104.193.88.109-56820-80-6,Male,55,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
